id,name,link,art,description
12841,Remedium Remedy,https://modrinth.com/mod/remedium-remedy,https://cdn.modrinth.com/data/GYpRHV6z/37a59bcd05fdffa8bf2b9281e44a05a6e3120da5.png,"Allows easy access to the nether ceiling by adding a ""very simple"" way to mine bedrock!"
12842,Scalded,https://modrinth.com/mod/scalded,https://cdn.modrinth.com/data/HLclicUp/611a281564942519f537ae99749cb144b3552848_96.webp,A mod that adds many cool stuff.
12843,The Battle Bears,https://modrinth.com/mod/the-battle-bears,https://cdn.modrinth.com/data/IRMoquya/ec70ae06bfd1a4629349e559882d76f423ab4b17_96.webp,"Add Guard Bears to the battle, house or world!"
12844,Miner's Dream,https://modrinth.com/mod/miners-dream,https://cdn.modrinth.com/data/KrukQMZ2/b29f51359b96d2fb52fda73a81a271060a3d12cc.gif,"Welcome to the Miner's Dream, an infinite cave with a lot to see and a lot to discover. Will you fight the Crystaline Empress or will you fight the Mechanith army of rogue AI. (This is my first mod so don't be too harsh)"
12845,Craft Slime,https://modrinth.com/mod/craft-slime,https://cdn.modrinth.com/data/NF0oJFwn/439082edade83013189dda62730b1648053a904a_96.webp,Have you ever wanted to automate slime before? Well if you did this mod allows you to do that!
12846,Wooden Glass,https://modrinth.com/mod/wooden-glass,,This mod adds wooden glass
12847,Hypnos Coins,https://modrinth.com/mod/hypnos-coins,https://cdn.modrinth.com/data/UVH9wexq/fd03731b5a556580eeaf0ccb9ea3fd9b707ef307_96.webp,"This mod adds custom coins inspired by the most iconic materials in the game, each with its own unique value and style."
12848,Kirachaniks useful recipes,https://modrinth.com/datapack/kirachaniks-useful-recipes,https://cdn.modrinth.com/data/Z9aCQ5EI/8c4f4cb9172d3b44ff5ce5d0bd645ea42132b3b8_96.webp,Mod add a vanilla friendly and logic crafts to improve the opportunities of player hands.
12849,CET Vocabulary,https://modrinth.com/mod/cet-vocabulary,https://cdn.modrinth.com/data/cCCJoPbP/72dac928bd8f78d23755e410bd3f395c3bece1b9.webp,Let's learn English in game!
12850,Amaranthium (Time to Gear Up),https://modrinth.com/mod/amaranthium-ultima,https://cdn.modrinth.com/data/ktJi6bFg/5a18fc1cbc1667ff6f04418b33fdc39321227c73_96.webp,"The Seventh Installment to the ""Amaranthium"" series"
12851,Disable Elytra Boosting,https://modrinth.com/mod/disable-elytra-boosting,https://cdn.modrinth.com/data/oO0FrO2x/6985bc65dade7dcffc0b2f09517a0926a9718269.png,Disables elytra boosting with firework rockets
12852,Simple Mushroom Cooking,https://modrinth.com/mod/simple-mushroom-cooking,https://cdn.modrinth.com/data/otdffSVe/811524fd22bdca63147798d7f95e2b5024d0b737_96.webp,Ever just wanted to cook a good-damn mushroom? Look no further for now you can.
12853,Just A Laminate,https://modrinth.com/mod/justalaminate,https://cdn.modrinth.com/data/tWFo8Sev/34f21c622dbefc7174a74ae977adf026b0336aec_96.webp,"Down with rugs, long live laminate!"
12854,Stolas Runic Coins,https://modrinth.com/mod/stolas-runic-coins,https://cdn.modrinth.com/data/zgxldGiw/bf3f83d3f27c103136568f1a7df2cd358d7b0b84_96.webp,A coin mod that brings the old look of coins back great for medieval modpacks
12855,Glass Shatter,https://modrinth.com/mod/glass-shatter,https://cdn.modrinth.com/data/1GfVptRG/de83006ff9f9fd266048728d7a4982ccdd5c43a8_96.webp,Instead of glass just breaking it turns in to shatters that can be build back to a block once more!
12856,Confinement,https://modrinth.com/mod/confinement,https://cdn.modrinth.com/data/2EkOpVtB/6d59565f52fa47d1a713aea3d4c405b701815f9f_96.webp,"Assets for a web series.


This just contains one music disc and a test painting."
12857,Thicc Swords Mod,https://modrinth.com/mod/thicc-swords-mod,https://cdn.modrinth.com/data/4cOwsfok/304c2561e17cbed985d9d10259382c119b51fcb3_96.webp,Adds thicc variants of 2 swords (for now) with 3D models
12858,Gato Plushies,https://modrinth.com/mod/gato-plushies,https://cdn.modrinth.com/data/5oCXSezX/874982e93728551b295ce023e86a3d2c4fd3017f_96.webp,A mod adding variants of my mascot as a plushie!
12859,Redstone Spawner,https://modrinth.com/mod/redstone-spawner,https://cdn.modrinth.com/data/9GsCgrZY/577c1cb7635e4e65251ce731b004a63c8ca87f48_96.webp,"This mod allows you to control monster spawners using Redstone, simple as that!"
12860,Charli Mod [RU],https://modrinth.com/mod/charli,https://cdn.modrinth.com/data/BUjY54ap/a882dbe6789c845a5ced8584ed8fc0b69d399f6c_96.webp,This mod adds four unique board games (or something similar) to the game. Each board game has its own unusual functionality.
12861,252Koko,https://modrinth.com/mod/252koko,https://cdn.modrinth.com/data/J4bCuXWr/732f34fee16041376ff25f9ce5a5499befc9e83f_96.webp,A mod that adds 252koko to the game!
12862,BadWeaponry,https://modrinth.com/mod/badweanponry,https://cdn.modrinth.com/data/JK0tIeU2/1f4a1f25009f5d8ed29f734bd0fefed0625a9ecb_96.webp,A bad mod weapons
12863,Use Glowstone Dust To Craft Glow Item Frame,https://modrinth.com/mod/use-glowstone-dust-to-craft-glow-item-frame,,This mod allow to craft glow item frame using a glowstone dust. This mod not remove original craft
12864,Campfire Cracking,https://modrinth.com/datapack/campfire-cracking,https://cdn.modrinth.com/data/TVJEGr13/fb3a1bf5e238ea27f5e57dcbb9af8e1606ad94bc_96.webp,"Allows stone-like blocks to be cracked, unpolished, or de-infested via campfire"
12865,Thorium Power,https://modrinth.com/mod/thorium-power,https://cdn.modrinth.com/data/YXkatLaT/1de62bc6b4509744c31d219deb44fd2f4d96cf54_96.webp,"A power mod focused on the chemical element Thorium.
So far there is thorium ore, ingots, and what comes with them, and 1 type of reactor. With more planned in the future, like molten salt reactors or pellet reactors."
12866,FreshStart,https://modrinth.com/mod/freshstart,https://cdn.modrinth.com/data/a7oWE6gV/456bdd6eba69d77513be239d029177955c87619b.png,This is a mod that helps people get back on their feet after death.
12867,Heartsmod,https://modrinth.com/mod/heartsmod,https://cdn.modrinth.com/data/bBdhLhCb/bc104b959272a893373c33e9f7ecaddd7e5ab561_96.webp,make a hearts mod that gives you extra 3 extra lives that can only reduced after being killed by another player
12868,Random Bongos,https://modrinth.com/mod/random-bongos,https://cdn.modrinth.com/data/vdsD0qVW/cdb8731ed474914670fb762e4bba98b661698fa3_96.webp,Random bongos play. they are also set to play more often during specific actions. like player killing another player to trigger it more often.
12869,gardencloche+simplefarming,https://modrinth.com/mod/gardencloche+simplefarming,https://cdn.modrinth.com/data/voYnH5qY/af3df3b28ace0d7abe20e1a8d9c8774a1cdec92d_96.webp,compatibility of gardencloche & simplefarming
12870,Golden Galore,https://modrinth.com/mod/golden-galore,https://cdn.modrinth.com/data/ymrbf5BL/8a8f3001538469ba650aa7a1d990d7650d0d7a16_96.webp,"Expands upon golden foods, items, armour and more!"
12871,Advanced Animals,https://modrinth.com/mod/advanced-animals,https://cdn.modrinth.com/data/3gFn9V13/b800ef385c3fd15136c0eea9cb3d955fd41908f8_96.webp,A Mod That Changes Animal AI To Be Super Smart Aswell As Adding Reputation
12872,Minecraft: Dark and Stark,https://modrinth.com/mod/minecraft-dark-and-stark,https://cdn.modrinth.com/data/6N51GD1X/683003a0c0f6e1f4e9a2e9fbf2b4649b6a7cf608_96.webp,"A vanilla-style mod that makes Minecraft fell more alive, yet dead at the same time."
12873,Saturater,https://modrinth.com/mod/breaking-benjamin-saturate-album,https://cdn.modrinth.com/data/9GFhbmjY/6bd77ca0444bdd6334038a9bb3f740ba45a10da4.png,Adds a music disc for every song in Breaking Benjamin's album Saturate!
12874,Idiotic/Dumb Keybinds,https://modrinth.com/mod/dumb-keybinds,https://cdn.modrinth.com/data/EW3nIJQx/55627a2c54ebcbaa573d27bcfef2159661d98642.png,"This mod will add new keybinds to the game. Trust me, some were dumb, while others were unbelievably smart.

- Note: This mod is only in beta. This means the mod has not yet been completed."
12875,bricks of magic,https://modrinth.com/mod/bricks-of-magic,https://cdn.modrinth.com/data/Fo5UdeQV/7606f6ce9c001cbb85e60c4f5f5c88c0ef8c3224_96.webp,this mod adds the magic of bricks? check out the description for more info.
12876,Simply Wormhole Pots,https://modrinth.com/mod/simply-wormhole-pots,https://cdn.modrinth.com/data/JHvBskOI/a1b04e732bfdbf7ea17c2669613e9691acd6aa8b_96.webp,"An addon for two mods that adds ""Friendly Teleport"" loot to the ""Simply Pots"" pots loot table."
12877,NetPixel API,https://modrinth.com/mod/netpixel-api,https://cdn.modrinth.com/data/PgNwzTy2/18117f0658b418d34c2ec6a41a0ceeac6fa65234_96.webp,NetPixel API is a powerful mod designed to revolutionize the way developers interact with pixel data in Minecraft.
12878,The Combat Book,https://modrinth.com/mod/the-combat-book,https://cdn.modrinth.com/data/SZ2wjD2z/988f04a65b84b25791d6b6781300397d4b71f975.png,The Combat Book is a melee and ranged hybrid weapon with super-fast attack speed but has low damage.
12879,Mini Quests,https://modrinth.com/mod/mini-quests,https://cdn.modrinth.com/data/SuStvnmZ/15bdd7c258155497e9cc7880d41741a219389f54_96.webp,Turn everyday items into exciting rewards with a simple GUI quest system—press H to begin your adventure!
12880,Syd's Simple Commands,https://modrinth.com/mod/syds-simple-commands,https://cdn.modrinth.com/data/UZIIkrdy/aaaed49fc18dcc0731a58195981995baf5876d39_96.webp,Simple commands for your game!
12881,Horse auction,https://modrinth.com/mod/horse-auction,https://cdn.modrinth.com/data/q07qHbo1/dbad072adfae3dc630080d44c601287bf1cc0c4a.png,This mod provides the player with the opportunity to purchase and sell armor for their horses.
12882,Light's Extended Potions,https://modrinth.com/mod/lights-extended-potions,https://cdn.modrinth.com/data/yqH6ivZk/a160ed851e610004799750f1f82210f23db1fbac_96.webp,"A few new potions i added; new effects and recipes
for a better Minecraft Experience"
12883,Create: Clayworks Compatibility,https://modrinth.com/datapack/create-clayworks-compatibility,https://cdn.modrinth.com/data/zpKTqd1t/68ab85818b11b1a94792aaf90d015e3b907fea1f_96.webp,Adds recipes to ensure all Clayworks items can be made using Create's machines.
12884,JPEGMAFIA Music Discs,https://modrinth.com/mod/jpegmafia-music-discs,https://cdn.modrinth.com/data/46x1L5jG/6f2018156855d1cd98a9c061432a4589d7f1a8f4_96.webp,Adds 10 Music Discs of Songs by JPEGMAFIA
12885,Chainmail Armor Craft,https://modrinth.com/mod/chainmail-armor-craft,,This mod add a craft for chainmail armor
12886,Blood For Blood,https://modrinth.com/mod/blood-for-blood,https://cdn.modrinth.com/data/AHashEHx/e31d5a872a7b0acf7d268ea0d2fc3e2addd2fa24_96.webp,An Epic Anime Themed Combat Mod
12887,Flasks,https://modrinth.com/mod/flasks,https://cdn.modrinth.com/data/JCCIwBaH/2bb0dd5d0e6fd1cc96bf8a347ad09f6f1dede9e6_96.webp,This mod adds 21 flasks with various additives from edible Minecraft items.
12888,PotatoWar,https://modrinth.com/mod/potatowar,https://cdn.modrinth.com/data/NWQ66V08/0fd4264d1fdf7d31b579c2d905b8777d1e7008bd.png,"This is a War and Alliance mod, with potatoes."
12889,The Seven Piglins,https://modrinth.com/mod/the-seven-piglins,https://cdn.modrinth.com/data/P4SB4YmI/02052c24e0bc5b66dda9507e7a22b91360454e71_96.webp,You are a humble swordsman that has stumbled upon a village over-run by piglins whom have cut off all communication to other villages. You must use your skills to defeat the darstadly piglins and win over the villagers.
12890,Caduceus,https://modrinth.com/mod/caduceus,https://cdn.modrinth.com/data/Q6Hj9z4p/0533803d7a8abb9ad3ee3c2b835545ce5f052067_96.webp,A Clojure-based Hex Casting addon for advanced meta-evaluation.
12891,Chilled Flames,https://modrinth.com/mod/chilled-flames,https://cdn.modrinth.com/data/QOUsO2Xi/948ada493a0fffb88460f316bd7921a2581ec180_96.webp,"Chilled Flames adds the Frosted Absorber, a frozen sponge that absorbs lava and returns a regular sponge, simplifying lava removal in Minecraft."
12892,L12's Bus Decor,https://modrinth.com/mod/l12-bus-decor,https://cdn.modrinth.com/data/SMVl3eQB/dd9ce5db3a9cf5d69ee644adb90e6ea2349cf5e2_96.webp,A little mod i made that adds bus decorations (currently only bus doors)
12893,Owl's Armory,https://modrinth.com/mod/owls-armory,https://cdn.modrinth.com/data/Sz0rTt5q/4851285940de880121256a3cc7282b90f70ed9c2_96.webp,Uniqe weapons and armors for harsh modpacks. You can use magic too!
12894,My Random Mod - Boykisser Mod,https://modrinth.com/mod/boykiss-mod,https://cdn.modrinth.com/data/T57f5SVU/123987dff59224b36e7efcf3ce3b53370a16780e_96.webp,"This is a mod that adds Boykisser shit to the game. A new biome, new ore, new structure, and more."
12895,exteralleria,https://modrinth.com/mod/exteralleria,https://cdn.modrinth.com/data/WAdYebww/06086126b1adc758fd137ec8536b84f81ecea0b1_96.webp,"this is a mod that is a (WIP) and will be done in a few years it adds sticks, new weapons more to come whenever i don't feel burnt out"
12896,Lifelessness,https://modrinth.com/mod/lifelessness,https://cdn.modrinth.com/data/d2fKfd9h/f1e81083ce9d12cd42401d31f2ff4ccccb36376a_96.webp,"This mod adds a new ""Y"" block that teleports you to new dimensions depending on the biome. It is VERY raw and unfinished, so far there are only 4 unique dimensions, but I will fix it. Version 0.2.1"
12897,the_better_allay_wind_charge_allay,"https://modrinth.com/mod/the-better-allay,wind-charge-allay",https://cdn.modrinth.com/data/hZ8i8soq/4427608ff106ee3caba5eb408195bd47bb3f678a_96.webp,"These is a new allay named bamboo allay. This mod was made using MCreator.
 Please subscribe me on Bilibili."
12898,DurabilityRarity,https://modrinth.com/mod/durabilityrarity,https://cdn.modrinth.com/data/ilPrFR9W/b601503aa6fc465fb4cb9771626e550885c5cc30_96.webp,"Durability Rarity introduces a configurable rarity system that adds randomized durability tiers to every crafted or discovered tool, weapon, or armor."
12899,Killer Host's More Ores,https://modrinth.com/mod/killer-hosts-more-ores,https://cdn.modrinth.com/data/iytJsEGp/fb223f5a704cef8917df89c2b46118e10d38d5aa.png,Really usefull new ores to your survival  gameplay.
12900,Crazy Chaos Mod,https://modrinth.com/mod/crazy-chaos-mod,https://cdn.modrinth.com/data/vG8pfNvf/1e94a2a96ec8ac22b45d7c3be481d2b39b601b63_96.webp,"Crazy chaos mod, a challenge to complete the game. Or just having fun."
12901,RTPM,https://modrinth.com/mod/rtpm,https://cdn.modrinth.com/data/xhDeXNBT/9e22477cdd7993b1f057c3e4b85d72f9a3375839.png,🔹 RTPM — RTPM is a mod for random teleportation by command /rtp or pressing the R key .
12902,Anime Inventory Pets,https://modrinth.com/mod/anime-inventory-pets,https://cdn.modrinth.com/data/22Nxz8RN/6368a0a9736194575ead10a450e82ad02a8bae89_96.webp,"If you are looking for
Anime Inventory Pets that give you amazing effects then this mod is for you"
12903,Throw TNT,https://modrinth.com/mod/throw-tnt,https://cdn.modrinth.com/data/3zDVdiKV/6d6648660afd15d79250bc20f161710eb15f91e1_96.webp,"You can throw TNT if you have a flint in your off-hand.
If you crouch and use a fire charge, you can launch a fireball."
12904,Amethyst Tools,https://modrinth.com/mod/amethyst-upgrade,https://cdn.modrinth.com/data/4PFyANba/436db60a66ef813e61b248931680409160da814f_96.webp,This mod is made to expand the functionality of amethysts. And also for variety and simplification of the minecraft game.
12905,Hardcore Revival Altar,https://modrinth.com/mod/hardcore-revival-altar,https://cdn.modrinth.com/data/5EMqaRrL/c8c330bf3c484b8306f7bea4c25ca678b1e95719_96.webp,A revival altar mod for Hardcore Minecraft 1.20.1!
12906,theandulino's Money Mod,https://modrinth.com/mod/theandulinos-money-mod,https://cdn.modrinth.com/data/AWet5C74/b880b82048c66248756dbc41507b0207a5e96484_96.webp,"theandulino's Money Mod adds a currency system to Minecraft, featuring coins and banknotes for trading and economy-based gameplay."
12907,Mekkan Mod,https://modrinth.com/mod/mekkan-mod,https://cdn.modrinth.com/data/BJSbUPK6/5b0be447921eb39123b8b96bc080cd03e78b80a2.png,"A whole new world to discover, find new ores, new mobs and new gear!"
12908,AetheriumCraft: New Tools & New Armor,https://modrinth.com/mod/aetheriumcraft-new-tools-new-armor,https://cdn.modrinth.com/data/SbFbeiIk/df38e29fb60e71be6b3b902627b3a2e754c5cdb3_96.webp,Add new Tools & Armor out of Wolfram & Iridium
12909,Xebo Tweaks,https://modrinth.com/mod/xebotweaks,https://cdn.modrinth.com/data/WRdFvEsr/b2d5a34d875027c4a2af47a6004da1573ba502c1_96.webp,"A mod that adds some crafting recipes, including Name Tag, Saddle, All Horse Armor, and the EXP Bottle.

This mod also adds advancements and others."
12910,End Crystal Return,https://modrinth.com/mod/end_crystal_return,https://cdn.modrinth.com/data/b2ibVKPl/a65c405b933013628a67477aec2b54c6ded358d4_96.webp,"Adds the End Crystal Wand, which you can use to retrieve placed down End Crystals."
12911,Limestonian,https://modrinth.com/mod/limestonian,https://cdn.modrinth.com/data/e3YRpPWC/0d9291428ec1057a1c9c4515e03293350b328f57.png,A mod that adds limestone and other related blocks.
12912,ChemTech,https://modrinth.com/mod/chemtech,https://cdn.modrinth.com/data/vQYj3Z1W/138425a6b7525911b8a4b18580b12efbad16552c_96.webp,"A Minecraft mod that lets you mass consume potions, for a price."
12913,Deadly Utilities,https://modrinth.com/mod/deadly-utilities,https://cdn.modrinth.com/data/w9IB4GJS/a69198e46862c9e333b077de06092ca99612f31b.png,The mod is created for server administrators.
12914,AM Wandering Trader Fix,https://modrinth.com/mod/am-override,https://cdn.modrinth.com/data/2UavtGuR/df2b2f2c09daaff6d0e5ba90208effd79f5dc51f_96.webp,Fixes model issues when alexs mobs is installed
12915,Death Coordinate,https://modrinth.com/mod/death-coordinate,https://cdn.modrinth.com/data/2kFVTNE5/adc4eda21badbd6e5fbbcc417286ef20b4d712df_96.webp,Displays death coordinates on the death screen and in chat.
12916,MyMoney,https://modrinth.com/mod/mymoney,https://cdn.modrinth.com/data/5XmtHixu/c8bbf43e695d7f8abccd7b8a691c7249392335be.png,This mod adds coins to the minecraft world
12917,Hueston's Huestonry for Huestoning,https://modrinth.com/mod/huestons-huestonry-for-huestoning,https://cdn.modrinth.com/data/6OCoUJfx/c560aa4425c860f6a77dd78233c854f385ce1663_96.webp,"Adds Hueston, Jamesson and Walterson to the game
They are little fella's who enjoy life and have a civil war with each other... wait wh-"
12918,Amnesia's Extractors,https://modrinth.com/mod/amnesias-extractors,https://cdn.modrinth.com/data/7rweMViA/b6705896288a4df37ec672a343733cbbc74a4f0b_96.webp,A set of Extractors that mine up ores for you
12919,That Dagger One,https://modrinth.com/mod/that-dagger-one,https://cdn.modrinth.com/data/8jH1S6eM/2fc9c5e150f4c7f8219b8aa8f8b9f6ab4582e814_96.webp,"That Dagger One



REMEMBER THAT THIS MOD IS WAYYYY BETTER IF YOU PLAY IT WITH FRIENDS!!!!!!!!!



This mod adds a single new item that has a whole bunch of easter eggs, not only that, but it adds a painting that contains a deep meaning.."
12920,Specific Items Holding,https://modrinth.com/mod/specific-items-holding,https://cdn.modrinth.com/data/DpOFGfai/81dd59ce0b032d20de08c429ac5d275ba6ef3207.png,This mod will allow you to change the holding of the item. The mod is intended as an assistant to the creation of maps and datapacks.
12921,Gvri's Magic Stuff,https://modrinth.com/mod/gvris-magic-stuff,https://cdn.modrinth.com/data/F1zDCvwg/390090d7a07835db380391c483efe6923ca20bb2.png,"A mod about some Magic things. You have some new tools, which are very powerful but have to be crafted using the gem glazing station."
12922,Passengers Portal Fix,https://modrinth.com/mod/passengersportalfix,https://cdn.modrinth.com/data/LI0BrUQA/d148b55b023a393df82b42c82b6caadd957958a4_96.webp,Fix entities with passengers cannot travel thorough portal (MC-67).
12923,Mochi Mode,https://modrinth.com/mod/mochi-mode,https://cdn.modrinth.com/data/OVZFo0g3/30edfcd9704839db7e9ef82c091b46f9757552ea.png,A mod that adds an easy-low consequence mode that can be enabled per player. Not everyone enjoys difficulty.
12924,[Bob's] Better Prime,https://modrinth.com/mod/bobsbetterprime,https://cdn.modrinth.com/data/Vo7d1kQD/d1810e8e1a879d1f9c70c171d6e831560ca983f3_96.webp,[Bob's] Better Prime - is a mod that add prime and feastables to the game for the purpose to get some effect in the game that can be harder to get in survival
12925,The Pebble Age,https://modrinth.com/mod/the-pebble-age,https://cdn.modrinth.com/data/cx2KJ8v1/8d2f6b66540a1cb3d72d9820964360e52cf8cb94_96.webp,Adds pebbles and pebble tools to Minecraft.
12926,chromakeymod,https://modrinth.com/mod/chromakeymod,https://cdn.modrinth.com/data/eBPMCsNd/589f90125072dc7e85d332ce1267dfd7bdceca57.png,The mod adds a green chromakey block for your video
12927,Pot of Gold,https://modrinth.com/mod/pot-of-gold,https://cdn.modrinth.com/data/g6EyzZIu/a750575aeb63ab43011653fd53b6fd55378498bb_96.webp,Adds a literal rare pot of gold at the end of a rainbow into your game.
12928,One Drop At A Time,https://modrinth.com/mod/odat,https://cdn.modrinth.com/data/jbDJdsK8/6010aee310e9341c6e0e34f7c97d39f371e0900c_96.webp,Literally a mod that adds one group of features at a time
12929,DNZ's Items,https://modrinth.com/mod/dnz-items,https://cdn.modrinth.com/data/qP7u7HEk/ef67a7f53c3f1703f9b31aec6bbef3066d360002_96.webp,Adds Very Different Items!
12930,Oils 'N More,https://modrinth.com/mod/oils-n-more,https://cdn.modrinth.com/data/vAsX2C3F/0c32ea5cb18a5b30eaaf39c0471ac255da186e40_96.webp,"Oil compatibility integration for various minecraft mods, plus a few other recipes.

Feel free to use in modpacks, but please give credit."
12931,FireForged,https://modrinth.com/mod/fireforged,,A simple layer 7 firewall and with Proxy Protocol v2 support
12932,FuntimeENTMT's McDonalds Fries,https://modrinth.com/mod/funtimeentmts-mcdonalds-fries,https://cdn.modrinth.com/data/66l36NQ6/3078793b124361cbad7a71fc422ac2ba1419c08e_96.webp,This mod adds McDonalds fries to Minecraft! What else can I say
12933,Racetrack Utilities,https://modrinth.com/mod/racetrack-utilities,https://cdn.modrinth.com/data/J3sgdKTU/ffa9a9a33310a8599d2b0c890a3cb83b49f22cfe_96.webp,A minecraft mod to create a racetrack
12934,Apricot,https://modrinth.com/mod/apricot,https://cdn.modrinth.com/data/JwIApZzW/0bb1c31963fba3369511279bd882456d56544b75.png,"My first modification, please don't judge me harshly. This modification adding new items:

Food: 

Apricot: regening 2 hunger units

Apricot pie: regening 5 hunger units

Apricot juice: regening 1 hunger units

Projectile:

Apricot kernel: 1,5 HP damage"
12935,Any dublicate,https://modrinth.com/mod/any-dublicate,https://cdn.modrinth.com/data/K3p4numc/06793c0f4bd6684e651709e876dbd4483eb6d9d1_96.webp,"Do you want to duplicate a cool item? Then this mod is for you, with it you can duplicate any item."
12936,More Crazy Potions,https://modrinth.com/mod/more-crazy-potions,,Crazy potions to use during a fight or just for fun!
12937,Jeremiah,https://modrinth.com/mod/jeremiah,https://cdn.modrinth.com/data/ZAeGAF4x/460e4cf2f3e719123882c7b6c77738f3026f4135_96.webp,Only the best of the best can defeat him
12938,The Factory Must Thrive,https://modrinth.com/mod/the-factory-must-thrive,https://cdn.modrinth.com/data/aDTbNJ7F/82b33d745e5783ee94d12345dacbb6ae78f9ad68_96.webp,A simple skeleton tech mod
12939,Bordered Revamped,https://modrinth.com/mod/bordered-revamped,https://cdn.modrinth.com/data/dDzFLsyI/eb206e73f01fc75098318f8a6c2b461711c0042e.png,"Bordered is a minecraft mod where you have to survive in a limited border. It increases 1-100 blocks every minute, but it decreases when you die. You can disable decrease on death in the game rules."
12940,GentraAI,https://modrinth.com/mod/gentraai,https://cdn.modrinth.com/data/ktpHDerH/53697bc290539f1b52b76ddff2167e8365dd10f2_96.webp,An AI chatbot for Minecraft
12941,FishyFoolMod,https://modrinth.com/mod/fishyfoolmod,https://cdn.modrinth.com/data/qYiR8fmM/a64b7b0a36e77861d6537abb8dfd0a35b8e4f076_96.webp,"A mod for fishyfool modpack. Provides many features as Mojang's joke, removed, mentioned and unused."
12942,Animal Craftin!,https://modrinth.com/mod/animal-craftin!,https://cdn.modrinth.com/data/swXcYvHI/f9467275caa6ade6614cc92f2a547201c8f26780.png,A simple mod that adds animal crossing characters into Minecraft with full dialogue trees
12943,L e g s,https://modrinth.com/mod/the-legs-mob.,https://cdn.modrinth.com/data/zs4Qx077/9d00ba39ba11984d20210331954114cb5c799ebf_96.webp,"Adds leg mobs to the game, an Official port from the Curseforge version."
12944,Simple Nether Star Items,https://modrinth.com/mod/simple-nether-star-items,https://cdn.modrinth.com/data/1YNTY8VS/8b21f88b278b87a6e3ceef8db0e81fb3c3c0fa62_96.webp,Simply adds nether star armors and tools. Not too overpowered.
12945,Doomful,https://modrinth.com/mod/doomful,https://cdn.modrinth.com/data/24DWQidg/5122a6a5c4159066b199bf30854f93525271ebc6_96.webp,Mod that reworks Smite and Bane of Arthropods enchantments and expands upon them.
12946,Sign Tools,https://modrinth.com/mod/sign-tools,https://cdn.modrinth.com/data/31HqGqE1/d2f2e0740c3826cb0bab3712cc7e868870183792_96.webp,"Client-sided mod which allows you to copy, paste and edit signs!
Don't waste your time to make identical signs anymore, just copy and paste them!"
12947,New Slabs,https://modrinth.com/mod/new-slabs,https://cdn.modrinth.com/data/9NRgSv5L/9f78c55f2cfc5af692b5ab3ebb9faafc3a165819.png,My first mod where i have many slabs that are not in minecraft. Meant for creative building but are obtainable in survival
12948,Lightweight Lights,https://modrinth.com/datapack/lightweight-lights,https://cdn.modrinth.com/data/GXbGDtJz/d52082e9a5df3e31e0c9a5c7161b616cd82825f0.png,"A lightweight mod&datapack that adds dynamic lights.

NOTE: DOESN'T WORK GREAT ON WEAK MULTIPLAYER SERVERS

Made By TeamJEM."
12949,Oscurium,https://modrinth.com/mod/oscurium,https://cdn.modrinth.com/data/HMBluJwS/d06a44112b80fd5983e7f61c7ac3145154ef0322_96.webp,"This mod adds new bosses, items, tools, armour, mobs and dimensions."
12950,The Horde Helper,https://modrinth.com/mod/the-horde-helper,https://cdn.modrinth.com/data/HgdnC4At/185acf72ae0d363cefc9d5dedcaa0c84175db988.png,This was created to help with the Sculk Horde mod
12951,Amaranthium (Quai),https://modrinth.com/mod/amaranthium-(quai),https://cdn.modrinth.com/data/HrRUiK68/35a1d473cd71cf046dd1557b0208d641f66432fe.png,"The second main-line Amaranthium Mod, Official Sequel mod to 'Amaranthium (Jest)'."
12952,ColourFull Biomes/ColorFull Biomes (CFB),https://modrinth.com/mod/colourfull-biomescolorfull-biomes-cfb,https://cdn.modrinth.com/data/JEeHZrcK/be188ee91ca8a4c5707211f9f0ab24a3a8c48fa9_96.webp,16 new biomes for each of the vanilla Minecraft Colours/Color
12953,Amethyst Platform,https://modrinth.com/mod/amethyst-platform,https://cdn.modrinth.com/data/OByQnKY7/09b37ede2165074b6e178b0c7a9bb6ca1dcdb97f.jpeg,Survival on the amethyst platform. All you need is an amethyst.
12954,No Creative Ender Chests,https://modrinth.com/mod/no-creative-ender-chests,https://cdn.modrinth.com/data/QTDU1sVf/d0d0d9e2bd0fe384b2d7a54304199804082a405c_96.webp,Disable Ender Chests while players are in Creative mode
12955,Move your Minecart,https://modrinth.com/mod/move-your-minecart,https://cdn.modrinth.com/data/cIWBTWEa/c72c2c3a29095c01b52175be2b54a005a305a905_96.webp,Move your Minecart(your sitting in) Forwards by W
12956,craft bones,https://modrinth.com/mod/craft-bones,https://cdn.modrinth.com/data/cdiMXVEZ/156e962c62a33f0ef4a3fcdb2e2dce390ca59307_96.webp,did you ever want to craft bones? no? here you go anyways!
12957,Saro´s Parkour Blocks Remastered,https://modrinth.com/mod/saros-parkour-blocks-remastered,https://cdn.modrinth.com/data/fU60eZQV/9fc94172416fceb3d0b2c788847c0b2e6eee3e03_96.webp,Enhance your Minecraft parkour experience with customizable blocks featuring movement patterns and potion effects for dynamic challenges
12958,MiguelkiCore - SubtitleEngine,https://modrinth.com/mod/miguelkicore,https://cdn.modrinth.com/data/gQ58cHwx/039ec9b9ae65a69a4cb96c1ea2f0f110d104449d_96.webp,"Tools for mapmaking or eventmaking.

SubtitleEngine: Subtitle system for cinematics"
